type,full_count,en_count,full_pct,en_pct,abs_pct_diff,rel_pct_diff
Incident,11465,6571,0.40115465360391883,0.4022650749923477,0.0011104213884288727,0.002768063086026793
Request,8185,4665,0.2863890832750175,0.28558310376492196,-0.0008059795100955336,-0.0028142815392217897
Problem,6008,3394,0.21021693491952415,0.20777471686562596,-0.0024422180538981875,-0.011617608518710087
Change,2922,1705,0.10223932820153954,0.10437710437710437,0.0021377761755648345,0.02090952878084975
